Created at,User,Tweet,ID,Number of Retweets,Number of likes,Source,Location
2022-10-05 14:37:27+00:00,_OutYourWay,my iced matcha latte has me in the strongest chokehold.. dear God!! https://t.co/mMNUR6IFXy,1.57767E+18,0,0,Twitter for iPhone,"the wood, amerykah"
2022-10-05 14:36:28+00:00,virghoemads,thinking they put dairy in my matcha latte this morn,1.57767E+18,0,0,Twitter for iPhone,she/her
2022-10-05 14:35:25+00:00,LakeTalib,only whole milk in the fridge today… matcha latte? more like matcha fartte,1.57767E+18,0,3,Twitter for iPhone,"Katy, TX"
2022-10-05 14:31:21+00:00,Mayab96,@saradjokofan1 Tried a matcha latte for the first time last week but didn‘t really like it.. is it like coffee wher… https://t.co/HpwnnxX4UO,1.57767E+18,0,1,Twitter Web App,
2022-10-05 14:31:01+00:00,xiaoddalgi,i love matcha latte so much to the person who woke up one day and thought hey i should mix green tea powder with mi… https://t.co/vkCN0hp4gV,1.57767E+18,0,0,Twitter for iPhone,do not follow.
2022-10-05 14:27:13+00:00,sonadiaww,"@theefineest iced matcha latte with soy milk, raspberry syrup &amp; vanilla syrup. bomb!",1.57767E+18,0,1,Twitter for iPhone,
2022-10-05 14:18:22+00:00,cokezeroberry,I LOVE matcha latte but god it makes me wanna puke after drinking it 😭,1.57766E+18,0,1,Twitter for iPhone,
2022-10-05 14:16:43+00:00,JupiterrJazz,"I ordered an iced matcha latte today and they said the machine was broken.
Now, from the 1 hour I spent playing tha… https://t.co/6JcNZLwW9k",1.57766E+18,0,9,Twitter for iPhone,Maine
2022-10-05 14:03:39+00:00,saiintvelvet,@t1nypebble matcha latte with oatmilk and brown sugar 🫡,1.57766E+18,0,2,Twitter for iPhone,she / her | 15
2022-10-05 13:58:05+00:00,ftaephoria,"“another day, another slay” and the slay in question is me inhaling my third matcha latte of the day",1.57766E+18,0,1,Twitter for iPhone,black lives matter 🖇 🏳️‍🌈
2022-10-05 13:54:13+00:00,ItsIvanArroyo,@keikotaimuu Screw it I'm getting matcha latte tmrw,1.57766E+18,0,1,Twitter for Android,Philippines
2022-10-05 13:50:05+00:00,ughwawa,so today he called me just to ask my go-to starbucks drink order. told him about my favorite greentea latte but he… https://t.co/ZGO6NpFE38,1.57766E+18,0,0,Twitter for iPhone,Borneo
2022-10-05 13:41:57+00:00,jennifcrsbody,Made earl grey matcha latte https://t.co/dDswdpKZo6,1.57766E+18,0,1,Twitter for iPhone,19 she/her wasian
2022-10-05 13:41:00+00:00,_dawnw81,iced matcha latte please.,1.57766E+18,0,2,Twitter for iPhone,KC the Town (MO) 
2022-10-05 13:29:38+00:00,justinjapann,Venti iced matcha latte with whip cream and a cake pop 😭😭😭 https://t.co/2cP7gguBzP,1.57765E+18,0,0,Twitter for iPhone,Tampa bay
2022-10-05 13:18:27+00:00,_MamaTosha,"Added the protein powder to my Matcha Latte, I like this!",1.57765E+18,0,1,Twitter Web App,
2022-10-05 13:17:21+00:00,GSarafan,Give me a matcha latte with oatmilk or give me death!,1.57765E+18,0,2,Twitter for Android,"Jersey City, NJ"
2022-10-05 13:16:40+00:00,ecIairebear,"5 tags, 5 faves 🌻

food: noodles, fried chicken, rice, brie, seafood 
drink: matcha latte/frappe, oolong tea, boba… https://t.co/gQK5Ar6CAT",1.57765E+18,1,5,Twitter for Android,@inns4ei
2022-10-05 13:15:43+00:00,sakeenahsss,@TIGG2Kool matcha latte sub vanilla syrup / with oat milk,1.57765E+18,0,0,Twitter for iPhone,"Toronto, Ontario"
2022-10-05 13:02:14+00:00,aysenarts03,I stan mccafe matcha latte!! IDR 36.500 for large size but make sure you pay attention with amount of sugar intake. https://t.co/h3ZYRS0uqs,1.57765E+18,0,0,Twitter for Android,Isekai☁️☁️
2022-10-05 13:00:32+00:00,soho_diner,"For days like today 🍵 🌬

📸 Matcha Latte https://t.co/q4ujc4p1T5",1.57764E+18,0,0,PLANOLY,"320 West Broadway New York, NY"
2022-10-05 12:58:04+00:00,63E0RGE,"Five tags, five faves 💫

Fave food : thai and japanese food 
Drink : asian dolce latte, matcha caramel frappe, ice… https://t.co/UVCtCu2hb0",1.57764E+18,0,4,Twitter for iPhone,
2022-10-05 12:44:33+00:00,_dachelleeeee,Pumpkin vanilla matcha latte for some energy this morning,1.57764E+18,0,0,Twitter Web App,at peace
2022-10-05 12:33:40+00:00,qeloverdor,@keizaromads make me a matcha latte plss,1.57764E+18,0,0,Twitter for iPhone,J winston’s 
2022-10-05 12:24:08+00:00,fermetagaeul,Hot girls study with a matcha latte,1.57764E+18,0,0,Twitter for iPhone,infj ᥫ᭡ 
2022-10-05 12:16:29+00:00,_XRebellious,Matcha Latte is calling my nameeee,1.57763E+18,0,0,Twitter for iPhone,
2022-10-05 12:11:53+00:00,hemeraes,"im so anxious but my dad is treating me to a matcha latte, i dont deserve his kindness 😭💕",1.57763E+18,0,2,Twitter Web App,ʕ♡˙ᴥ˙♡ʔ
2022-10-05 11:58:20+00:00,ChoosingBinkie,"@squirrelyx I get a match drink during the fall at Starbucks
Iced Matcha Latte with pumps of brown sugar syrup and… https://t.co/HVLpchDbPq",1.57763E+18,0,0,Twitter Web App,Tennessee
2022-10-05 11:52:53+00:00,_rachellemaryvc,omw to perfecting that matcha latte 🙂,1.57763E+18,0,0,Twitter for Android,🌙
2022-10-05 11:25:03+00:00,Cardio_Bio_TV,"My Favorite Products ***** Products from @cardio.bio.tv 🛒web site👇
https://t.co/KAlfagnriC  
▶ Instagram @cardio.bi… https://t.co/fcENo75koT",1.57762E+18,1,0,Postify1,Guatemala
2022-10-05 11:04:52+00:00,juliepri,@IzzatiTaufek I nak cadang iced matcho latte from Zus. Matcha + choc currently my fav 🤤,1.57762E+18,0,1,Twitter for iPhone,Malaysia
2022-10-05 10:57:11+00:00,kerIapKerIip,"⠀ 
⠀ ⠀  Mooni delivery service!
⠀ 
⠀ ⠀  For:@orphicmoonlight
⠀ ⠀  Note: Enjoy your dinner, Ziv. 
⠀ ⠀  Menu: Sausage… https://t.co/35SOAmEzDA",1.57761E+18,0,1,Twitter for iPhone,"⠀⠀ 

MOONI KITCHEN 
GALAXIAS 
#인싸친구

──────────
N—SA 
Scripted By #𝐉𝐄𝐅𝐅 

⠀⠀ "
2022-10-05 10:52:51+00:00,baetrixh,iced matcha latte 🥺,1.57761E+18,0,0,Twitter for Android,right where you left me
2022-10-05 10:10:22+00:00,ygsflrt,"hot girl shit, sitting w my vape and 
my matcha latte starbucks",1.5776E+18,0,26,Twitter for iPhone,"
he/they 8teen
north african poc
🎞 tw ed drugs 
↳ bmi: 16.2"
2022-10-05 10:01:14+00:00,OneGreenPlanet,This Tiktoker shared a unique spin on the traditional matcha latte that she says can help ease bloating and regulat… https://t.co/WSa1u6Ao4P,1.5776E+18,0,2,Postfity.com,
2022-10-05 09:47:21+00:00,0304cafe,"Order for : @tyunningcat

- cupcakes , cookies and matcha latte !

💌 Eat these!!ilysm and take care of yourself &lt;33… https://t.co/rGD0N0T4pP",1.5776E+18,1,1,Twitter Web App,MOA Cafe 
2022-10-05 09:46:56+00:00,Trishaaaaakaye,Matcha latte pls🥲,1.5776E+18,0,0,Twitter for iPhone,N
2022-10-05 09:42:03+00:00,0304cafe,"Order for : @loociienn

- slice of cake , croissant and matcha latte ! 

💌 hello, i really like you and i want to i… https://t.co/lxwOTC2SXu",1.57759E+18,0,1,Twitter Web App,MOA Cafe 
2022-10-05 09:40:41+00:00,marchellaoctav,best matcha latte (PET BOTOL. ver) so far☺️☺️☺️ https://t.co/hwjTprGATO,1.57759E+18,0,0,Twitter for iPhone,
2022-10-05 09:34:53+00:00,kur0hiime,Should I get a matcha latte @ 4:30 am? maybe..,1.57759E+18,0,2,Twitter for iPhone,"Las Vegas, NV"
2022-10-05 09:31:33+00:00,n0turfavgurrl,matcha latte by fav personn🤍 https://t.co/eeH48eajEV,1.57759E+18,0,0,Twitter for iPhone,"Semarang, Indonesia "
2022-10-05 09:15:14+00:00,lordperceval63,"Five tags, five faves 💫

Fave food : sushi and noodles
Drink : cafe latte, iced tea, matcha
Colour :  red, yellow,… https://t.co/RSmExeIXm5",1.57759E+18,0,0,Twitter for iPhone,1 5 16 63 77 | 3’s sister
2022-10-05 09:05:44+00:00,0304cafe,"Order for : @_choicell

- brownies , tiramisu cake and matcha latte ! 

💌 lets get closer!!

📝 anon ! https://t.co/n1h7r3G3Rm",1.57759E+18,0,1,Twitter Web App,MOA Cafe 
2022-10-05 08:53:17+00:00,riacarrogan,@GenuineChitChat @SWT_Channel @EspionageJokeR @BlueMilkMama @dan_bores @Andy_Review @seattledojos @Scottweatherly… https://t.co/rK6krSUafY,1.57758E+18,0,4,Twitter for iPhone,
2022-10-05 08:19:42+00:00,formulasfy,"Five tags, five faves 💫

Fave food : pesto pasta 
Drink : black cold brew, orange juice &amp; matcha latte
Colour :  ea… https://t.co/7F9sZQr2o4",1.57757E+18,0,3,Twitter for iPhone,20 • 🇲🇾
2022-10-05 08:11:41+00:00,kaiki_VA,@reallybadcorn Use oat milk :3 shits fire when I make my matcha latte,1.57757E+18,0,1,Twitter for iPhone,GMT+10 
2022-10-05 08:00:42+00:00,JapanCentre,"It's matcha weather!

As the weather gets cooler, we start drinking more matcha lattes. To make a matcha latte, jus… https://t.co/hXQtMjk7vV",1.57757E+18,0,6,Hootsuite Inc.,"London, England"
2022-10-05 07:52:24+00:00,sophianavarroo_,iced matcha tea latte w chai and vanilla sweet cream has me by my NECK 😭,1.57757E+18,0,3,Twitter for iPhone,
2022-10-05 07:50:52+00:00,ReikoRoze,@KhurisG matcha latte pls? &lt;3,1.57757E+18,0,1,Twitter Web App,My Fluffy Slumber
2022-10-05 07:39:39+00:00,reallybadcorn,"Matcha 🍵🌿

We've been experimenting with our recipe for the matcha latte here at the café, so I've been drinking a… https://t.co/4YqxVFeFJV",1.57756E+18,0,34,Twitter for Android,
2022-10-05 07:32:20+00:00,olori_bpa,Me after getting my matcha latte and going back to lay in bed 😂 https://t.co/YBcG6BKOMl,1.57756E+18,0,0,Twitter for iPhone,
2022-10-05 07:24:34+00:00,juice_box_22,@BigBlac74222680 matcha latte too,1.57756E+18,0,1,Twitter Web App,she/her   3TEEN   sg    '09
2022-10-05 07:15:00+00:00,kotatenno,"A- Thankiew for the tag nee-san

Five Faves Five Tags:
☩ Food: Ramen
☩ Drink: Matcha Latte
☩ Color: Green
☩ Season:… https://t.co/3z69Ck56yf",1.57756E+18,0,2,Twitter Web App,Paradise
2022-10-05 07:12:41+00:00,sinnereiko,my love for matcha latte has passed on to my child 🥹💚 https://t.co/HA5COQlzbB,1.57756E+18,1,12,Twitter for iPhone,マヴリク
2022-10-05 07:02:42+00:00,arianasinger,There’s a new restaurant in sea point that sells an iced matcha latte for R125 💩,1.57755E+18,0,0,Twitter for iPhone,"Cape Town, South Africa"
2022-10-05 06:54:58+00:00,meand9yu,@samamasamas Matcha latte extra shot?,1.57755E+18,0,1,Twitter for Android,"Bogor, Jawa Barat"
2022-10-05 06:49:19+00:00,mollymymee,maybe I'll need 10 cups of matcha latte to feels alright,1.57755E+18,0,0,Twitter Web App,
2022-10-05 06:46:47+00:00,Deals4U_Amz,"🍂 #Amazon #USA 🍂
SEEIN Matcha Vegan Latte Mix🔥🔥🔥
💵Price: $17.99
💰Coupon Discount: 20% OFF
🎟Coupon Code: 20SEEINLATT… https://t.co/JbBiPCFBEc",1.57755E+18,0,0,Twitter Web App,"Chandigarh, India"
2022-10-05 06:11:26+00:00,_sojubuu,"10. i dont mind anything as long as we are getting boba at the end

11. matcha iced latte w/ soy milk

12. physical… https://t.co/eb2Ur9BDV9",1.57754E+18,0,0,Twitter for iPhone,23 • she/her • 🇺🇸🇵🇭
2022-10-05 06:00:54+00:00,AngeIicwords,"@KarinataIe got a surprise lunch sent by Katty! 🥖🍵 

Tuna cheese panini, red velvet cookie and iced matcha latte, y… https://t.co/ppkQE06ONl",1.57754E+18,0,2,Twitter for iPhone,777
2022-10-05 05:58:24+00:00,boyinpearls,Matcha latte for breakfast 🫶🫶🫶,1.57754E+18,0,2,Twitter for iPhone,
2022-10-05 05:52:46+00:00,czarainnexx,will try to switch preferences from iced coffee to matcha latte from now on.,1.57754E+18,0,1,Twitter Web App,King’s Landing
2022-10-05 05:48:23+00:00,hyphendots,yall i got a matcha latte and this place made it taste weird..... matcha is Not supposed to taste like milk and... cinnamon (???? T_T),1.57754E+18,0,2,Twitter Web App,they/them/any non biney 💙💜💖
2022-10-05 05:47:35+00:00,Jett_Malach,"Homemade matcha latte with some boba’s in there. 🧋 
Kind of late to drink, but I’m still on a workout break before… https://t.co/eMc4HNx30Y",1.57754E+18,0,6,Twitter for iPhone,
2022-10-05 05:47:31+00:00,choiscooops,"second bottle - spanish matcha latte! super creamy but less na yung matcha taste, i think perf for those who like s… https://t.co/BXtbOIRvzZ",1.57754E+18,0,0,Twitter Web App,✨khh & kpop stan acct✨
2022-10-05 05:47:03+00:00,sensdelavue,"lagi difase pengen matcha latte starbuck pake whipcream sama caramel sauce yang banyakkkkk, but the calories 🤧",1.57754E+18,0,1,Twitter for Android,
2022-10-05 05:44:23+00:00,momma_kellz,@nnnellz_ Or iced matcha latte with pumpkin cream cold foam (sounds weird but sooo good!),1.57754E+18,0,0,Twitter for iPhone,"Atlanta, GA"
2022-10-05 05:35:51+00:00,TastyTastyCCBGR,"Iced matcha latte
Oatmilk
3 pumps of chia
Sweet foam finish 
😮‍💨😮‍💨… thank me later https://t.co/G1WwCUuUrH",1.57753E+18,0,0,Twitter for iPhone,
2022-10-05 05:35:33+00:00,ohOH_toads,matcha latte obsession: re-unlocked,1.57753E+18,0,1,Twitter for iPhone,she/they
2022-10-05 05:20:36+00:00,noediia,"eee thank u for the tag vareena! 💞

Height ~ 5′2” ;w;
Zodiac ~ capricorn 
Tattoo ~ none yet!! 🥺
Colour ~ pink + pas… https://t.co/pqgGIxgiST",1.57753E+18,0,8,Twitter for Android,ママ; @pkmnpeaches ~
2022-10-05 05:12:11+00:00,rllncl,"so I just got the pure unsweetened matcha that I ordered, made my own matcha latte with honey and nonfat milk but t… https://t.co/Z9aLE096aj",1.57753E+18,0,3,Twitter for Android,
2022-10-05 04:56:01+00:00,butangel420,Just made myself a large vanilla matcha latte and will be watching chobits for the rest of the nite gootbye,1.57752E+18,0,11,Twitter for iPhone,"Miami, FL"
2022-10-05 04:47:56+00:00,_maaagsss,This iced matcha horchata latte from Tierra Mia &gt;&gt;&gt;&gt;&gt;&gt;,1.57752E+18,1,3,Twitter for iPhone,"California, USA"
2022-10-05 04:45:22+00:00,flappypaddles,@SMitchellF1 Get a Matcha Latte from there,1.57752E+18,0,0,Twitter for iPhone,Australia
2022-10-05 04:43:35+00:00,cinnanamiroll,my go to's are an iced matcha latte with soymilk or oatmilk or that cold brew with vanilla foam thingy i forgot wha… https://t.co/5vRCdzupvF,1.57752E+18,0,1,Twitter for iPhone,multi-fandom | she/they | 23 
2022-10-05 04:39:19+00:00,aahnys,tall iced matcha latte with oat milk &amp; vanilla sweat cream cold foam. 1 scoop of matcha ☺️ https://t.co/WxHj6OajgL,1.57752E+18,0,0,Twitter for iPhone,NY
2022-10-05 04:33:47+00:00,lena_plante,"Akaashi is a half sweet matcha latte with oat milk.

Caffeine version of him is a cordusio (basically a mocha with… https://t.co/6UliOCssor",1.57752E+18,2,7,Twitter for iPhone,21 | ⚢ | she/they 
2022-10-05 04:18:21+00:00,marchad980310,Gusto ko ng matcha green tea latte na grande from starbucks :&lt;,1.57751E+18,0,1,Twitter Web App,"Manila, Philippines"
2022-10-05 03:41:28+00:00,stripedscholar,"@redbeanporri Sir, those pastries and that matcha latte look so good that I could just... UGH NOW I'M HUNGRY AT ALMOST MIDNIGHT.",1.5775E+18,0,0,Twitter Web App,
2022-10-05 03:32:48+00:00,Stardust_Shim,"Thank you for the tag, my knight.~

Height: 5’5
Zodiac: Leo
Tattoo: I want a few but I don’t have.
Colour: pastel p… https://t.co/McAlCmyhzW",1.5775E+18,1,11,Twitter for iPhone,"Crystal Kingdom, Somewhere"
2022-10-05 03:30:03+00:00,ev967,"My Favorite Products ***** Products from @cardio.bio.tv 🛒web site👇
https://t.co/bi93Tedy6X  
▶ Instagram @cardio.bi… https://t.co/D2hPBpc5p3",1.5775E+18,0,0,SmmBox,Estados Unidos
2022-10-05 03:20:37+00:00,peonycryptid,i think what’s mainly sustaining me is my nightly venti iced matcha latte with 3% lactose free milk. today i manage… https://t.co/YBWLL4T64f,1.5775E+18,0,1,Twitter for iPhone,i scream into the void here
2022-10-05 02:25:25+00:00,jaelyn_yanni,"@Royotathon This is exactly why I get a Venti Iced Matcha Latte with light ice, two pumps of vanilla, and oatmilk e… https://t.co/gNKIDmtA2u",1.57749E+18,0,2,Twitter for iPhone,"Seattle, WA"
2022-10-05 02:25:02+00:00,Cardio_Bio_TV,"My Favorite Products ***** Products from @cardio.bio.tv 🛒web site👇
https://t.co/KAlfagnriC  
▶ Instagram @cardio.bi… https://t.co/zVAuBw88oB",1.57748E+18,0,0,Postify1,Guatemala
2022-10-05 02:21:56+00:00,sanrrilla,"@blooming_young sometimes i get the matcha latte with oat milk, caramel syrup and drizzle with cinnamon and whipped… https://t.co/11evIeuhUj",1.57748E+18,0,1,Twitter for iPhone,they/them-20-black
2022-10-05 02:15:28+00:00,dakotaxcheyenne,"@Daiana26X @beh353 I used to be the same way! I loved sweet coffee, but now I can’t drink it bc its way too much ca… https://t.co/wIu3IB6XFH",1.57748E+18,0,0,Twitter for iPhone,
2022-10-05 01:59:58+00:00,destroyeroracle,"On the morning of October 4, 2025 - according to her last ever social post - Nya was enjoying an iced oat milk matc… https://t.co/cUAUwlXDqE",1.57748E+18,0,3,Twitter for iPhone,
2022-10-05 01:48:40+00:00,COLDNIGHTSCAVE,@MayaLovesCA iced matcha latte w oat milk. id say it’s like sweet in a way…idk,1.57748E+18,0,1,Twitter for iPhone,𝟧𝒮𝒪𝒮 𝓍 𝒞𝐻𝒳𝒮𝐸
2022-10-05 01:38:10+00:00,guacem0ly,an iced matcha latte with oat milk is a gay drink yes or no,1.57747E+18,0,5,Twitter for iPhone,☉ ♌︎ • ☾ ♒︎ • ⤉ ♊︎
2022-10-05 01:30:58+00:00,kuromisjewels,"day 16. abc diet
pear ~ 52 cals
matcha latte ~ 140 cals
net: 192 https://t.co/GdcJRybKwv",1.57747E+18,0,1,Twitter for Android,19 | college | she/her 
2022-10-05 01:30:03+00:00,tinkerbeys,a cup of matcha latte and a good book https://t.co/3bCGOEqe1F,1.57747E+18,0,6,Twitter for Android,방탄소년단
2022-10-05 01:28:32+00:00,conesversion,@SapnapKittens my personal fav that i always get is the brown sugar shaken expresso but i also really like the iced… https://t.co/SgVnFaUVqB,1.57747E+18,0,0,Twitter for iPhone,
2022-10-05 00:31:40+00:00,aliceleung,Morning tea with Miss 8. Matcha latte for me. Finger bun for her. Loving the slower pace of the school holidays. https://t.co/NHEE6jdY0J,1.57746E+18,0,11,Twitter for iPhone,"Sydney, Wangal Country"
2022-10-05 00:26:17+00:00,ricecake_luvr,"@JaspersCigs iced chai latte, iced tea, hint water, grapefruit juice, green tea/matcha",1.57746E+18,0,0,Twitter Web App,⋆°✩she/they⋆｡✩
2022-10-05 00:13:42+00:00,lightweightlyah,@tnywoni venti iced matcha latte with oatmilk and no ice. potentially the veggie egg bites if i’m eating performatively,1.57745E+18,0,1,Twitter for iPhone,
2022-10-05 00:12:18+00:00,purpleCatsoot,@swampcaskets Depends on what I'm feeling but I usually always go for a matcha green tea latte (with coconut milk)… https://t.co/t4LuV01vll,1.57745E+18,0,0,Twitter for Android,
2022-10-05 00:11:26+00:00,nomnom56789,@succulentkcals Iced matcha latte with oatmilk,1.57745E+18,0,1,Twitter for iPhone,She/her
2022-10-05 00:10:31+00:00,KlotzBarone,"FoodNetwork: A great matcha latte starts with a great matcha powder 💚
https://t.co/65gkSdhrOP",1.57745E+18,0,0,IFTTT,
2022-10-05 00:06:52+00:00,iamtycole,Green Matcha Latte with oatmilk and agave … light ice or an Iced brown sugar Oatmilk Espresso with 3 pumps of brown… https://t.co/kpQVvOquca,1.57745E+18,0,0,Twitter for iPhone,Los Angeles / New York
2022-10-04 23:56:14+00:00,annhitran75,this matcha latte better fix my life,1.57745E+18,0,2,Twitter for iPhone,????
2022-10-04 23:47:35+00:00,anooshre,@samridhi_m you should try lavender infused iced honey matcha latte... it's very extra but also very good... *chefs kiss*,1.57745E+18,0,3,Twitter Web App,
2022-10-04 23:17:21+00:00,_linu22,@nosoyzee Iced matcha latte with 100000 pumps vanilla? Or?,1.57744E+18,0,0,Twitter Web App,
2022-10-04 23:15:00+00:00,FoodNetwork,"A great matcha latte starts with a great matcha powder 💚
https://t.co/W3g8Qv78fw",1.57744E+18,1,16,Twitter Web App,
2022-10-04 22:56:45+00:00,0304cafe,"Order for : @matchatyun

- ice cream and matcha latte !

💌 hi baby :&gt;&gt; hehe i love u here u go

📝 b &lt;3 https://t.co/eYLpCHt80N",1.57743E+18,0,1,Twitter Web App,MOA Cafe 
2022-10-04 22:53:48+00:00,sugnhoonz,"27. ""you say you're not special because the world doesn't know you, but that's an insult to me. i know about you.""… https://t.co/RNAhmSFi0P",1.57743E+18,0,1,Twitter for Android,"La partie at CCN : Tokyo, Ladsess, EN-HALCYON et 1975, WD."
2022-10-04 22:52:51+00:00,sk1nnyluv420,"oct 2nd
croissant sandwich, 2 drip coffees, chocolate chip cookie, matcha latte from vegan cafe
snacks: pumpkin pie… https://t.co/ZRzb4yqkEX",1.57743E+18,0,2,Twitter for iPhone,18+ || 15.5 
2022-10-04 22:47:35+00:00,virghoemads,todays order is a grande iced matcha latte with coconut milk and 2 pumps of chai 🍵 🌝 but i’m begging starbucks to g… https://t.co/Y2n4yO7pyC,1.57743E+18,0,0,Twitter for iPhone,she/her
2022-10-04 22:46:31+00:00,0304cafe,"Order for : @vikenszn

- ice cream and matcha latte ! 

💌 hihi i hope youre doing well!!

📝 anon ! https://t.co/qtd7gPDYg4",1.57743E+18,0,0,Twitter Web App,MOA Cafe 
2022-10-04 22:40:11+00:00,feen_joseph,@TheeSkydancer Dat matcha latte got you good 😮‍💨🫃🏻,1.57743E+18,0,0,Twitter for iPhone,"Eastvale, CA"
2022-10-04 22:36:18+00:00,RANNIESUSWIFT,"only thing I ate today was vape pen, cookies and a matcha latte  https://t.co/7bUciXSedP",1.57743E+18,2,19,Twitter for iPhone,good
2022-10-04 22:25:33+00:00,halliepallie99,I just spilled half of my matcha latte on my pants while also having tangled myself in my headphone cords while als… https://t.co/PTqsVBqAO5,1.57742E+18,0,1,Twitter for iPhone,
2022-10-04 22:13:26+00:00,CaptainHal23,"@toadmiilk Matcha is the best thing in the world but with milk. Matcha latte, matcha boba tea, matcha ice cream, ma… https://t.co/JyGPsB0Qfl",1.57742E+18,0,1,Twitter for Android,🇺🇸
2022-10-04 22:12:37+00:00,youremiaa,NOOOO I be looking at the menu everytime and a vanilla latte or a matcha https://t.co/NMrZuVUPX7,1.57742E+18,0,0,Twitter for iPhone,
2022-10-04 22:11:43+00:00,alliieex,made my first at home matcha latte *chefs kiss* 🔥,1.57742E+18,0,1,Twitter for iPhone,"Los Angeles, CA"
2022-10-04 22:08:18+00:00,swagatron02,i want a matcha latte so bad rn,1.57742E+18,0,2,Twitter for iPhone,she/her • bmi: 23.8
2022-10-04 22:04:45+00:00,MichaelTrull8,@jacasiegel My Salted Caramel Matcha Latte with Vanilla Oat Milk that I made earlier now feels justified.,1.57742E+18,0,1,Twitter for iPhone,UK
2022-10-04 22:03:00+00:00,ExiledCaste,@mabmurco Lol what did you get instead? I hate it when they get my matcha green tea latte wrong. It’s not even one… https://t.co/xR6evjrVe9,1.57742E+18,0,0,Twitter for iPhone,🗑
2022-10-04 21:48:14+00:00,8BitesGaming,@toadmiilk XD I add milk and vanilla that’s the only way! Matcha latte,1.57742E+18,0,1,Twitter for iPhone,Portugal
2022-10-04 21:46:39+00:00,planetmouna,That damn matcha latte got me in a headlock 😭 https://t.co/SFHmhDnePL,1.57741E+18,0,2,Twitter for iPhone,"Georgia, USA"
2022-10-04 21:41:29+00:00,heartbowe,@swampcaskets Matcha latte with vanilla sweet cream or vanilla syrup. Iced or hot. Also can’t go to Starbucks without getting a cake pop 😊,1.57741E+18,0,0,Twitter for iPhone,"Ohio, USA (unfortunately)"
2022-10-04 21:37:17+00:00,_shailynnamber,@dreajau try the iced matcha tea latte with soy milk and two pumps of chai and vanilla or the iced chai latte with… https://t.co/g88Jvq3w2j,1.57741E+18,0,1,Twitter for iPhone,
2022-10-04 21:33:56+00:00,fairyr0t,"i get a large iced tea, large cold brew, and large matcha latte for my bsf but she doesnt come w me so it just luks like i have a problem",1.57741E+18,0,2,Twitter for iPhone,they/them | 17
2022-10-04 21:25:28+00:00,strwbrrycal,@Kerry30754307 a matcha latte w almond milk but my matcha isn’t very green cuz it’s kinda cheap lol,1.57741E+18,0,1,Twitter for iPhone,non edtwt + fatphobes dni !!
2022-10-04 21:24:22+00:00,badC4T,@swampcaskets Venti matcha latte w/ light ice and whipped cream ✨,1.57741E+18,0,0,Twitter for iPhone,"Cleveland, Ohio"
2022-10-04 21:12:07+00:00,KittysobaArt,@kappanuki Omg the Matcha Latte is so cute QQ,1.57741E+18,0,1,Twitter for Android,United Kingdom
2022-10-04 20:58:16+00:00,queentinzs,an iced chai latte or a matcha gonna do it for me every time 😂 https://t.co/dbEHE8869J,1.5774E+18,1,2,Twitter for iPhone,
2022-10-04 20:56:49+00:00,uguu_bella,"tagged by @nanza_in 👀

Height: 5'2 🧍‍♀️
Zodiac: Gemini 🌞 Sagittarius 🌛 Leo rising 💅
Tattoo: 0
Fave Colors: pastel p… https://t.co/CvdzUBypkD",1.5774E+18,0,4,Twitter Web App,26/she+her/uguu
2022-10-04 20:52:36+00:00,oxQuaa_,all you need is sweet cold foam w your matcha latte,1.5774E+18,0,1,Twitter for iPhone,Jersey
2022-10-04 20:41:10+00:00,2i1yxel,pov you buy me a matcha latte https://t.co/VQ3j5leFtU,1.5774E+18,0,3,Twitter for iPhone,california
